copy_cossim,cossim,encoder,horizon_step,horizon_trained,model,n_windows,seed
0.887662,0.887625,clip_b32,14,16,dit_x0_actseq,3619,0
0.885429,0.886176,clip_b32,15,16,dit_x0_actseq,3619,0
0.883373,0.8852,clip_b32,16,16,dit_x0_actseq,3619,0
0.957385,0.951626,clip_b32,1,16,mlp_flat_actseq,3619,0
0.942466,0.935182,clip_b32,2,16,mlp_flat_actseq,3619,0
0.932037,0.925783,clip_b32,3,16,mlp_flat_actseq,3619,0
0.924008,0.918959,clip_b32,4,16,mlp_flat_actseq,3619,0
0.917817,0.913994,clip_b32,5,16,mlp_flat_actseq,3619,0
0.912229,0.909978,clip_b32,6,16,mlp_flat_actseq,3619,0
0.907045,0.907121,clip_b32,7,16,mlp_flat_actseq,3619,0
0.90325,0.904722,clip_b32,8,16,mlp_flat_actseq,3619,0
0.899976,0.902272,clip_b32,9,16,mlp_flat_actseq,3619,0
0.896575,0.900395,clip_b32,10,16,mlp_flat_actseq,3619,0
0.893629,0.898773,clip_b32,11,16,mlp_flat_actseq,3619,0
0.890673,0.896806,clip_b32,12,16,mlp_flat_actseq,3619,0
0.888124,0.894833,clip_b32,13,16,mlp_flat_actseq,3619,0
0.885423,0.892698,clip_b32,14,16,mlp_flat_actseq,3619,0
0.883095,0.890915,clip_b32,15,16,mlp_flat_actseq,3619,0
0.880983,0.888639,clip_b32,16,16,mlp_flat_actseq,3619,0
0.958167,0.897926,clip_b32,1,16,dit_x0_single,3619,0
0.943539,0.896071,clip_b32,2,16,dit_x0_single,3619,0
0.933292,0.894931,clip_b32,3,16,dit_x0_single,3619,0
0.925427,0.892857,clip_b32,4,16,dit_x0_single,3619,0
0.919356,0.891729,clip_b32,5,16,dit_x0_single,3619,0
0.913923,0.890917,clip_b32,6,16,dit_x0_single,3619,0
0.908853,0.889991,clip_b32,7,16,dit_x0_single,3619,0
0.905143,0.889214,clip_b32,8,16,dit_x0_single,3619,0
0.901918,0.888563,clip_b32,9,16,dit_x0_single,3619,0
0.898566,0.88695,clip_b32,10,16,dit_x0_single,3619,0
0.895706,0.886382,clip_b32,11,16,dit_x0_single,3619,0
0.892789,0.885888,clip_b32,12,16,dit_x0_single,3619,0
0.890323,0.884898,clip_b32,13,16,dit_x0_single,3619,0
0.887662,0.884369,clip_b32,14,16,dit_x0_single,3619,0
0.885429,0.882405,clip_b32,15,16,dit_x0_single,3619,0
0.883373,0.881373,clip_b32,16,16,dit_x0_single,3619,0
0.957798,0.956564,clip_b32,1,16,mlp_residual_single,3619,0
0.942998,0.940238,clip_b32,2,16,mlp_residual_single,3619,0
0.93258,0.928838,clip_b32,3,16,mlp_residual_single,3619,0
0.924521,0.921397,clip_b32,4,16,mlp_residual_single,3619,0
0.91828,0.915828,clip_b32,5,16,mlp_residual_single,3619,0
0.912724,0.911378,clip_b32,6,16,mlp_residual_single,3619,0
0.907462,0.907797,clip_b32,7,16,mlp_residual_single,3619,0
0.903664,0.904838,clip_b32,8,16,mlp_residual_single,3619,0
0.900488,0.902669,clip_b32,9,16,mlp_residual_single,3619,0
0.897111,0.900241,clip_b32,10,16,mlp_residual_single,3619,0
0.894274,0.898217,clip_b32,11,16,mlp_residual_single,3619,0
0.891395,0.895572,clip_b32,12,16,mlp_residual_single,3619,0
0.888887,0.893576,clip_b32,13,16,mlp_residual_single,3619,0
0.886204,0.891199,clip_b32,14,16,mlp_residual_single,3619,0
0.883883,0.88961,clip_b32,15,16,mlp_residual_single,3619,0
0.881777,0.888336,clip_b32,16,16,mlp_residual_single,3619,0
0.957378,0.908034,clip_b32,1,16,dit_x0_actseq,3619,1
0.94247,0.905088,clip_b32,2,16,dit_x0_actseq,3619,1
0.931955,0.901636,clip_b32,3,16,dit_x0_actseq,3619,1
0.923846,0.899025,clip_b32,4,16,dit_x0_actseq,3619,1
0.917523,0.897581,clip_b32,5,16,dit_x0_actseq,3619,1
0.911865,0.895493,clip_b32,6,16,dit_x0_actseq,3619,1
0.906553,0.893843,clip_b32,7,16,dit_x0_actseq,3619,1
0.902662,0.892178,clip_b32,8,16,dit_x0_actseq,3619,1
0.899466,0.890868,clip_b32,9,16,dit_x0_actseq,3619,1
0.895987,0.890015,clip_b32,10,16,dit_x0_actseq,3619,1
0.893054,0.888167,clip_b32,11,16,dit_x0_actseq,3619,1
0.890139,0.886597,clip_b32,12,16,dit_x0_actseq,3619,1
0.887584,0.88585,clip_b32,13,16,dit_x0_actseq,3619,1
0.884947,0.884695,clip_b32,14,16,dit_x0_actseq,3619,1
0.882578,0.883917,clip_b32,15,16,dit_x0_actseq,3619,1
0.880451,0.882322,clip_b32,16,16,dit_x0_actseq,3619,1
0.957378,0.952515,clip_b32,1,16,mlp_flat_actseq,3619,1
0.94247,0.935773,clip_b32,2,16,mlp_flat_actseq,3619,1
0.931955,0.925409,clip_b32,3,16,mlp_flat_actseq,3619,1
0.923846,0.919251,clip_b32,4,16,mlp_flat_actseq,3619,1
0.917523,0.914643,clip_b32,5,16,mlp_flat_actseq,3619,1
0.911865,0.910744,clip_b32,6,16,mlp_flat_actseq,3619,1
0.906553,0.906591,clip_b32,7,16,mlp_flat_actseq,3619,1
0.902662,0.904019,clip_b32,8,16,mlp_flat_actseq,3619,1
0.899466,0.902034,clip_b32,9,16,mlp_flat_actseq,3619,1
0.895987,0.900087,clip_b32,10,16,mlp_flat_actseq,3619,1
0.893054,0.898302,clip_b32,11,16,mlp_flat_actseq,3619,1
0.890139,0.896025,clip_b32,12,16,mlp_flat_actseq,3619,1
0.887584,0.894087,clip_b32,13,16,mlp_flat_actseq,3619,1
0.884947,0.892186,clip_b32,14,16,mlp_flat_actseq,3619,1
0.882578,0.890119,clip_b32,15,16,mlp_flat_actseq,3619,1
0.880451,0.888668,clip_b32,16,16,mlp_flat_actseq,3619,1
0.957378,0.895707,clip_b32,1,16,dit_x0_single,3619,1
0.94247,0.893383,clip_b32,2,16,dit_x0_single,3619,1
0.931955,0.891892,clip_b32,3,16,dit_x0_single,3619,1
0.923846,0.890357,clip_b32,4,16,dit_x0_single,3619,1
0.917523,0.890577,clip_b32,5,16,dit_x0_single,3619,1
0.911865,0.888483,clip_b32,6,16,dit_x0_single,3619,1
0.906553,0.887518,clip_b32,7,16,dit_x0_single,3619,1
0.902662,0.886361,clip_b32,8,16,dit_x0_single,3619,1
0.899466,0.885583,clip_b32,9,16,dit_x0_single,3619,1
0.895987,0.884774,clip_b32,10,16,dit_x0_single,3619,1
0.893054,0.8839,clip_b32,11,16,dit_x0_single,3619,1
0.890139,0.882536,clip_b32,12,16,dit_x0_single,3619,1
0.887584,0.88229,clip_b32,13,16,dit_x0_single,3619,1
0.884947,0.881414,clip_b32,14,16,dit_x0_single,3619,1
0.882578,0.880173,clip_b32,15,16,dit_x0_single,3619,1
0.880451,0.878597,clip_b32,16,16,dit_x0_single,3619,1
0.957041,0.955883,clip_b32,1,16,mlp_residual_single,3619,1
0.941993,0.938969,clip_b32,2,16,mlp_residual_single,3619,1
0.931433,0.927508,clip_b32,3,16,mlp_residual_single,3619,1
0.923297,0.919965,clip_b32,4,16,mlp_residual_single,3619,1
0.916948,0.913903,clip_b32,5,16,mlp_residual_single,3619,1
0.911278,0.909468,clip_b32,6,16,mlp_residual_single,3619,1
0.90595,0.905676,clip_b32,7,16,mlp_residual_single,3619,1
0.902063,0.90295,clip_b32,8,16,mlp_residual_single,3619,1
0.898778,0.900718,clip_b32,9,16,mlp_residual_single,3619,1
0.895337,0.898172,clip_b32,10,16,mlp_residual_single,3619,1
0.892385,0.895733,clip_b32,11,16,mlp_residual_single,3619,1
0.889408,0.893044,clip_b32,12,16,mlp_residual_single,3619,1
0.886871,0.890868,clip_b32,13,16,mlp_residual_single,3619,1
0.884175,0.888238,clip_b32,14,16,mlp_residual_single,3619,1
0.881837,0.886057,clip_b32,15,16,mlp_residual_single,3619,1
0.879639,0.885335,clip_b32,16,16,mlp_residual_single,3619,1
0.957985,0.9102,clip_b32,1,16,dit_x0_actseq,3619,2
0.943212,0.906437,clip_b32,2,16,dit_x0_actseq,3619,2
0.932908,0.904061,clip_b32,3,16,dit_x0_actseq,3619,2
0.924951,0.902133,clip_b32,4,16,dit_x0_actseq,3619,2
0.918673,0.89944,clip_b32,5,16,dit_x0_actseq,3619,2
0.913106,0.897531,clip_b32,6,16,dit_x0_actseq,3619,2
0.90785,0.896382,clip_b32,7,16,dit_x0_actseq,3619,2
0.904018,0.894386,clip_b32,8,16,dit_x0_actseq,3619,2
0.900776,0.8936,clip_b32,9,16,dit_x0_actseq,3619,2
0.897411,0.891842,clip_b32,10,16,dit_x0_actseq,3619,2
0.89457,0.889792,clip_b32,11,16,dit_x0_actseq,3619,2
0.891632,0.888351,clip_b32,12,16,dit_x0_actseq,3619,2
0.889144,0.887319,clip_b32,13,16,dit_x0_actseq,3619,2
0.886529,0.886199,clip_b32,14,16,dit_x0_actseq,3619,2
0.884144,0.884196,clip_b32,15,16,dit_x0_actseq,3619,2
0.882003,0.883542,clip_b32,16,16,dit_x0_actseq,3619,2
0.958304,0.95334,clip_b32,1,16,mlp_flat_actseq,3619,2
0.943684,0.937154,clip_b32,2,16,mlp_flat_actseq,3619,2
0.933458,0.9274,clip_b32,3,16,mlp_flat_actseq,3619,2
0.92554,0.921376,clip_b32,4,16,mlp_flat_actseq,3619,2
0.919298,0.916618,clip_b32,5,16,mlp_flat_actseq,3619,2
0.913755,0.912712,clip_b32,6,16,mlp_flat_actseq,3619,2
0.908566,0.909654,clip_b32,7,16,mlp_flat_actseq,3619,2
0.904755,0.907431,clip_b32,8,16,mlp_flat_actseq,3619,2
0.901551,0.905334,clip_b32,9,16,mlp_flat_actseq,3619,2
0.898236,0.903148,clip_b32,10,16,mlp_flat_actseq,3619,2
0.895425,0.901146,clip_b32,11,16,mlp_flat_actseq,3619,2
0.892521,0.899552,clip_b32,12,16,mlp_flat_actseq,3619,2
0.890036,0.897569,clip_b32,13,16,mlp_flat_actseq,3619,2
0.887452,0.895255,clip_b32,14,16,mlp_flat_actseq,3619,2
0.885126,0.892917,clip_b32,15,16,mlp_flat_actseq,3619,2
0.883014,0.890248,clip_b32,16,16,mlp_flat_actseq,3619,2
0.957985,0.896118,clip_b32,1,16,dit_x0_single,3619,2
0.943212,0.895016,clip_b32,2,16,dit_x0_single,3619,2
0.932908,0.893416,clip_b32,3,16,dit_x0_single,3619,2
0.924951,0.89185,clip_b32,4,16,dit_x0_single,3619,2
0.918673,0.891645,clip_b32,5,16,dit_x0_single,3619,2
0.913106,0.889642,clip_b32,6,16,dit_x0_single,3619,2
0.90785,0.889169,clip_b32,7,16,dit_x0_single,3619,2
0.904018,0.887763,clip_b32,8,16,dit_x0_single,3619,2
0.900776,0.886798,clip_b32,9,16,dit_x0_single,3619,2
0.897411,0.886324,clip_b32,10,16,dit_x0_single,3619,2
0.89457,0.884817,clip_b32,11,16,dit_x0_single,3619,2
0.891632,0.884128,clip_b32,12,16,dit_x0_single,3619,2
0.889144,0.882952,clip_b32,13,16,dit_x0_single,3619,2
0.886529,0.881995,clip_b32,14,16,dit_x0_single,3619,2
0.884144,0.880253,clip_b32,15,16,dit_x0_single,3619,2
0.882003,0.880224,clip_b32,16,16,dit_x0_single,3619,2
0.957834,0.956841,clip_b32,1,16,mlp_residual_single,3619,2
0.942982,0.940191,clip_b32,2,16,mlp_residual_single,3619,2
0.932554,0.929062,clip_b32,3,16,mlp_residual_single,3619,2
0.924479,0.921536,clip_b32,4,16,mlp_residual_single,3619,2
0.918251,0.915764,clip_b32,5,16,mlp_residual_single,3619,2
0.912703,0.911523,clip_b32,6,16,mlp_residual_single,3619,2
0.907554,0.908071,clip_b32,7,16,mlp_residual_single,3619,2
0.90371,0.905072,clip_b32,8,16,mlp_residual_single,3619,2
0.900517,0.902842,clip_b32,9,16,mlp_residual_single,3619,2
0.89719,0.900638,clip_b32,10,16,mlp_residual_single,3619,2
0.894339,0.898438,clip_b32,11,16,mlp_residual_single,3619,2
0.891479,0.89617,clip_b32,12,16,mlp_residual_single,3619,2
0.889013,0.89464,clip_b32,13,16,mlp_residual_single,3619,2
0.886455,0.892305,clip_b32,14,16,mlp_residual_single,3619,2
0.884214,0.890604,clip_b32,15,16,mlp_residual_single,3619,2
0.8821,0.889481,clip_b32,16,16,mlp_residual_single,3619,2
0.932316,0.858867,dino_vits14,1,8,dit_x0_actseq,4819,0
0.899393,0.839633,dino_vits14,2,8,dit_x0_actseq,4819,0
0.873531,0.823817,dino_vits14,3,8,dit_x0_actseq,4819,0
0.852612,0.811938,dino_vits14,4,8,dit_x0_actseq,4819,0
0.834635,0.801096,dino_vits14,5,8,dit_x0_actseq,4819,0
0.818791,0.791484,dino_vits14,6,8,dit_x0_actseq,4819,0
0.804186,0.78249,dino_vits14,7,8,dit_x0_actseq,4819,0
0.792022,0.774557,dino_vits14,8,8,dit_x0_actseq,4819,0
0.932316,0.922345,dino_vits14,1,8,mlp_flat_actseq,4819,0
0.899393,0.881808,dino_vits14,2,8,mlp_flat_actseq,4819,0
0.873531,0.854992,dino_vits14,3,8,mlp_flat_actseq,4819,0
0.852612,0.835703,dino_vits14,4,8,mlp_flat_actseq,4819,0
0.834635,0.820152,dino_vits14,5,8,mlp_flat_actseq,4819,0
0.818791,0.807161,dino_vits14,6,8,mlp_flat_actseq,4819,0
0.804186,0.794428,dino_vits14,7,8,mlp_flat_actseq,4819,0
0.792022,0.784513,dino_vits14,8,8,mlp_flat_actseq,4819,0
0.932316,0.819798,dino_vits14,1,8,dit_x0_single,4819,0
0.899393,0.814708,dino_vits14,2,8,dit_x0_single,4819,0
0.873531,0.808469,dino_vits14,3,8,dit_x0_single,4819,0
0.852612,0.803563,dino_vits14,4,8,dit_x0_single,4819,0
0.834635,0.797596,dino_vits14,5,8,dit_x0_single,4819,0
0.818791,0.792041,dino_vits14,6,8,dit_x0_single,4819,0
0.804186,0.784954,dino_vits14,7,8,dit_x0_single,4819,0
0.792022,0.778195,dino_vits14,8,8,dit_x0_single,4819,0
0.932316,0.926872,dino_vits14,1,8,mlp_residual_single,4819,0
0.899393,0.887387,dino_vits14,2,8,mlp_residual_single,4819,0
0.873531,0.857482,dino_vits14,3,8,mlp_residual_single,4819,0
0.852612,0.83629,dino_vits14,4,8,mlp_residual_single,4819,0
0.834635,0.819003,dino_vits14,5,8,mlp_residual_single,4819,0
0.818791,0.804205,dino_vits14,6,8,mlp_residual_single,4819,0
0.804186,0.791816,dino_vits14,7,8,mlp_residual_single,4819,0
0.792022,0.78311,dino_vits14,8,8,mlp_residual_single,4819,0
0.932316,0.857696,dino_vits14,1,8,dit_x0_actseq,4819,1
0.899393,0.837432,dino_vits14,2,8,dit_x0_actseq,4819,1
0.873531,0.821785,dino_vits14,3,8,dit_x0_actseq,4819,1
0.852612,0.809325,dino_vits14,4,8,dit_x0_actseq,4819,1
0.834635,0.798535,dino_vits14,5,8,dit_x0_actseq,4819,1
0.818791,0.788145,dino_vits14,6,8,dit_x0_actseq,4819,1
0.804186,0.77836,dino_vits14,7,8,dit_x0_actseq,4819,1
0.792022,0.769703,dino_vits14,8,8,dit_x0_actseq,4819,1
0.932316,0.919837,dino_vits14,1,8,mlp_flat_actseq,4819,1
0.899393,0.877792,dino_vits14,2,8,mlp_flat_actseq,4819,1
0.873531,0.848607,dino_vits14,3,8,mlp_flat_actseq,4819,1
0.852612,0.830135,dino_vits14,4,8,mlp_flat_actseq,4819,1
0.834635,0.815411,dino_vits14,5,8,mlp_flat_actseq,4819,1
0.818791,0.801007,dino_vits14,6,8,mlp_flat_actseq,4819,1
0.804186,0.788785,dino_vits14,7,8,mlp_flat_actseq,4819,1
0.792022,0.780108,dino_vits14,8,8,mlp_flat_actseq,4819,1
0.932316,0.820544,dino_vits14,1,8,dit_x0_single,4819,1
0.899393,0.813707,dino_vits14,2,8,dit_x0_single,4819,1
0.873531,0.80894,dino_vits14,3,8,dit_x0_single,4819,1
0.852612,0.802987,dino_vits14,4,8,dit_x0_single,4819,1
0.834635,0.796911,dino_vits14,5,8,dit_x0_single,4819,1
0.818791,0.790179,dino_vits14,6,8,dit_x0_single,4819,1
0.804186,0.783081,dino_vits14,7,8,dit_x0_single,4819,1
0.792022,0.776878,dino_vits14,8,8,dit_x0_single,4819,1
0.932316,0.926506,dino_vits14,1,8,mlp_residual_single,4819,1
0.899393,0.886757,dino_vits14,2,8,mlp_residual_single,4819,1
0.873531,0.856746,dino_vits14,3,8,mlp_residual_single,4819,1
0.852612,0.834497,dino_vits14,4,8,mlp_residual_single,4819,1
0.834635,0.817088,dino_vits14,5,8,mlp_residual_single,4819,1
0.818791,0.802796,dino_vits14,6,8,mlp_residual_single,4819,1
0.804186,0.790217,dino_vits14,7,8,mlp_residual_single,4819,1
0.792022,0.781653,dino_vits14,8,8,mlp_residual_single,4819,1
0.932316,0.854912,dino_vits14,1,8,dit_x0_actseq,4819,2
0.899393,0.835899,dino_vits14,2,8,dit_x0_actseq,4819,2
0.873531,0.821042,dino_vits14,3,8,dit_x0_actseq,4819,2
0.852612,0.809253,dino_vits14,4,8,dit_x0_actseq,4819,2
0.834635,0.798564,dino_vits14,5,8,dit_x0_actseq,4819,2
0.818791,0.789245,dino_vits14,6,8,dit_x0_actseq,4819,2
0.804186,0.778766,dino_vits14,7,8,dit_x0_actseq,4819,2
0.792022,0.770537,dino_vits14,8,8,dit_x0_actseq,4819,2
0.932316,0.921865,dino_vits14,1,8,mlp_flat_actseq,4819,2
0.899393,0.881275,dino_vits14,2,8,mlp_flat_actseq,4819,2
0.873531,0.853774,dino_vits14,3,8,mlp_flat_actseq,4819,2
0.852612,0.834665,dino_vits14,4,8,mlp_flat_actseq,4819,2
0.834635,0.819031,dino_vits14,5,8,mlp_flat_actseq,4819,2
0.818791,0.805714,dino_vits14,6,8,mlp_flat_actseq,4819,2
0.804186,0.792441,dino_vits14,7,8,mlp_flat_actseq,4819,2
0.792022,0.782208,dino_vits14,8,8,mlp_flat_actseq,4819,2
0.932316,0.814158,dino_vits14,1,8,dit_x0_single,4819,2
0.899393,0.808982,dino_vits14,2,8,dit_x0_single,4819,2
0.873531,0.804532,dino_vits14,3,8,dit_x0_single,4819,2
0.852612,0.799231,dino_vits14,4,8,dit_x0_single,4819,2
0.834635,0.79384,dino_vits14,5,8,dit_x0_single,4819,2
0.818791,0.788441,dino_vits14,6,8,dit_x0_single,4819,2
0.804186,0.781346,dino_vits14,7,8,dit_x0_single,4819,2
0.792022,0.775426,dino_vits14,8,8,dit_x0_single,4819,2
0.932316,0.926635,dino_vits14,1,8,mlp_residual_single,4819,2
0.899393,0.887944,dino_vits14,2,8,mlp_residual_single,4819,2
0.873531,0.857869,dino_vits14,3,8,mlp_residual_single,4819,2
0.852612,0.835751,dino_vits14,4,8,mlp_residual_single,4819,2
0.834635,0.818043,dino_vits14,5,8,mlp_residual_single,4819,2
0.818791,0.803528,dino_vits14,6,8,mlp_residual_single,4819,2
0.804186,0.79065,dino_vits14,7,8,mlp_residual_single,4819,2
0.792022,0.782065,dino_vits14,8,8,mlp_residual_single,4819,2
0.932422,0.828942,dino_vits14,1,16,dit_x0_actseq,3619,0
0.89968,0.817013,dino_vits14,2,16,dit_x0_actseq,3619,0
0.873568,0.805888,dino_vits14,3,16,dit_x0_actseq,3619,0
0.852639,0.79724,dino_vits14,4,16,dit_x0_actseq,3619,0
0.834636,0.789189,dino_vits14,5,16,dit_x0_actseq,3619,0
0.818855,0.782512,dino_vits14,6,16,dit_x0_actseq,3619,0
0.803982,0.776111,dino_vits14,7,16,dit_x0_actseq,3619,0
0.7917,0.770206,dino_vits14,8,16,dit_x0_actseq,3619,0
0.780901,0.765129,dino_vits14,9,16,dit_x0_actseq,3619,0
0.771051,0.759379,dino_vits14,10,16,dit_x0_actseq,3619,0
0.762279,0.754729,dino_vits14,11,16,dit_x0_actseq,3619,0
0.753949,0.749113,dino_vits14,12,16,dit_x0_actseq,3619,0
0.746499,0.743957,dino_vits14,13,16,dit_x0_actseq,3619,0
0.739417,0.738663,dino_vits14,14,16,dit_x0_actseq,3619,0
0.732966,0.734568,dino_vits14,15,16,dit_x0_actseq,3619,0
0.72726,0.730036,dino_vits14,16,16,dit_x0_actseq,3619,0
0.932422,0.922479,dino_vits14,1,16,mlp_flat_actseq,3619,0
0.89968,0.881032,dino_vits14,2,16,mlp_flat_actseq,3619,0
0.873568,0.851717,dino_vits14,3,16,mlp_flat_actseq,3619,0
0.852639,0.831559,dino_vits14,4,16,mlp_flat_actseq,3619,0
0.834636,0.816764,dino_vits14,5,16,mlp_flat_actseq,3619,0
0.818855,0.80482,dino_vits14,6,16,mlp_flat_actseq,3619,0
0.803982,0.794415,dino_vits14,7,16,mlp_flat_actseq,3619,0
0.7917,0.786174,dino_vits14,8,16,mlp_flat_actseq,3619,0
0.780901,0.778888,dino_vits14,9,16,mlp_flat_actseq,3619,0
0.771051,0.771797,dino_vits14,10,16,mlp_flat_actseq,3619,0
0.762279,0.765502,dino_vits14,11,16,mlp_flat_actseq,3619,0
0.753949,0.759944,dino_vits14,12,16,mlp_flat_actseq,3619,0
0.746499,0.75347,dino_vits14,13,16,mlp_flat_actseq,3619,0
0.739417,0.747522,dino_vits14,14,16,mlp_flat_actseq,3619,0
0.732966,0.741208,dino_vits14,15,16,mlp_flat_actseq,3619,0
0.72726,0.735737,dino_vits14,16,16,mlp_flat_actseq,3619,0
0.932422,0.77742,dino_vits14,1,16,dit_x0_single,3619,0
0.89968,0.774295,dino_vits14,2,16,dit_x0_single,3619,0
0.873568,0.772113,dino_vits14,3,16,dit_x0_single,3619,0
0.852639,0.768801,dino_vits14,4,16,dit_x0_single,3619,0
0.834636,0.764103,dino_vits14,5,16,dit_x0_single,3619,0
0.818855,0.761464,dino_vits14,6,16,dit_x0_single,3619,0
0.803982,0.75767,dino_vits14,7,16,dit_x0_single,3619,0
0.7917,0.753232,dino_vits14,8,16,dit_x0_single,3619,0
0.780901,0.750395,dino_vits14,9,16,dit_x0_single,3619,0
0.771051,0.746818,dino_vits14,10,16,dit_x0_single,3619,0
0.762279,0.741693,dino_vits14,11,16,dit_x0_single,3619,0
0.753949,0.739048,dino_vits14,12,16,dit_x0_single,3619,0
0.746499,0.735625,dino_vits14,13,16,dit_x0_single,3619,0
0.739417,0.731021,dino_vits14,14,16,dit_x0_single,3619,0
0.732966,0.728054,dino_vits14,15,16,dit_x0_single,3619,0
0.72726,0.724263,dino_vits14,16,16,dit_x0_single,3619,0
0.932422,0.92669,dino_vits14,1,16,mlp_residual_single,3619,0
0.89968,0.886722,dino_vits14,2,16,mlp_residual_single,3619,0
0.873568,0.854119,dino_vits14,3,16,mlp_residual_single,3619,0
0.852639,0.829465,dino_vits14,4,16,mlp_residual_single,3619,0
0.834636,0.809852,dino_vits14,5,16,mlp_residual_single,3619,0
0.818855,0.794507,dino_vits14,6,16,mlp_residual_single,3619,0
0.803982,0.781453,dino_vits14,7,16,mlp_residual_single,3619,0
0.7917,0.77261,dino_vits14,8,16,mlp_residual_single,3619,0
0.780901,0.763902,dino_vits14,9,16,mlp_residual_single,3619,0
0.771051,0.756403,dino_vits14,10,16,mlp_residual_single,3619,0
0.762279,0.750202,dino_vits14,11,16,mlp_residual_single,3619,0
0.753949,0.743566,dino_vits14,12,16,mlp_residual_single,3619,0
0.746499,0.736684,dino_vits14,13,16,mlp_residual_single,3619,0
0.739417,0.730984,dino_vits14,14,16,mlp_residual_single,3619,0
0.732966,0.725996,dino_vits14,15,16,mlp_residual_single,3619,0
0.72726,0.721991,dino_vits14,16,16,mlp_residual_single,3619,0
0.932422,0.829707,dino_vits14,1,16,dit_x0_actseq,3619,1
0.89968,0.815781,dino_vits14,2,16,dit_x0_actseq,3619,1
0.873568,0.805026,dino_vits14,3,16,dit_x0_actseq,3619,1
0.852639,0.79548,dino_vits14,4,16,dit_x0_actseq,3619,1
0.834636,0.787584,dino_vits14,5,16,dit_x0_actseq,3619,1
0.818855,0.78101,dino_vits14,6,16,dit_x0_actseq,3619,1
0.803982,0.775062,dino_vits14,7,16,dit_x0_actseq,3619,1
0.7917,0.770149,dino_vits14,8,16,dit_x0_actseq,3619,1
0.780901,0.765166,dino_vits14,9,16,dit_x0_actseq,3619,1
0.771051,0.759931,dino_vits14,10,16,dit_x0_actseq,3619,1
0.762279,0.755448,dino_vits14,11,16,dit_x0_actseq,3619,1
0.753949,0.750816,dino_vits14,12,16,dit_x0_actseq,3619,1
0.746499,0.745149,dino_vits14,13,16,dit_x0_actseq,3619,1
0.739417,0.739528,dino_vits14,14,16,dit_x0_actseq,3619,1
0.732966,0.734692,dino_vits14,15,16,dit_x0_actseq,3619,1
0.72726,0.730031,dino_vits14,16,16,dit_x0_actseq,3619,1
0.932422,0.922704,dino_vits14,1,16,mlp_flat_actseq,3619,1
0.89968,0.881042,dino_vits14,2,16,mlp_flat_actseq,3619,1
0.873568,0.851927,dino_vits14,3,16,mlp_flat_actseq,3619,1
0.852639,0.831553,dino_vits14,4,16,mlp_flat_actseq,3619,1
0.834636,0.81663,dino_vits14,5,16,mlp_flat_actseq,3619,1
0.818855,0.804876,dino_vits14,6,16,mlp_flat_actseq,3619,1
0.803982,0.79409,dino_vits14,7,16,mlp_flat_actseq,3619,1
0.7917,0.784844,dino_vits14,8,16,mlp_flat_actseq,3619,1
0.780901,0.777977,dino_vits14,9,16,mlp_flat_actseq,3619,1
0.771051,0.770316,dino_vits14,10,16,mlp_flat_actseq,3619,1
0.762279,0.763533,dino_vits14,11,16,mlp_flat_actseq,3619,1
0.753949,0.757761,dino_vits14,12,16,mlp_flat_actseq,3619,1
0.746499,0.751968,dino_vits14,13,16,mlp_flat_actseq,3619,1
0.739417,0.745558,dino_vits14,14,16,mlp_flat_actseq,3619,1
0.732966,0.739329,dino_vits14,15,16,mlp_flat_actseq,3619,1
0.72726,0.733354,dino_vits14,16,16,mlp_flat_actseq,3619,1
0.932422,0.777231,dino_vits14,1,16,dit_x0_single,3619,1
0.89968,0.774304,dino_vits14,2,16,dit_x0_single,3619,1
0.873568,0.771512,dino_vits14,3,16,dit_x0_single,3619,1
0.852639,0.768912,dino_vits14,4,16,dit_x0_single,3619,1
0.834636,0.764922,dino_vits14,5,16,dit_x0_single,3619,1
0.818855,0.763134,dino_vits14,6,16,dit_x0_single,3619,1
0.803982,0.758987,dino_vits14,7,16,dit_x0_single,3619,1
0.7917,0.7559,dino_vits14,8,16,dit_x0_single,3619,1
0.780901,0.751984,dino_vits14,9,16,dit_x0_single,3619,1
0.771051,0.746702,dino_vits14,10,16,dit_x0_single,3619,1
0.762279,0.744499,dino_vits14,11,16,dit_x0_single,3619,1
0.753949,0.741556,dino_vits14,12,16,dit_x0_single,3619,1
0.746499,0.735586,dino_vits14,13,16,dit_x0_single,3619,1
0.739417,0.732928,dino_vits14,14,16,dit_x0_single,3619,1
0.732966,0.728301,dino_vits14,15,16,dit_x0_single,3619,1
0.72726,0.725364,dino_vits14,16,16,dit_x0_single,3619,1
0.932422,0.926733,dino_vits14,1,16,mlp_residual_single,3619,1
0.89968,0.886812,dino_vits14,2,16,mlp_residual_single,3619,1
0.873568,0.853703,dino_vits14,3,16,mlp_residual_single,3619,1
0.852639,0.829297,dino_vits14,4,16,mlp_residual_single,3619,1
0.834636,0.809846,dino_vits14,5,16,mlp_residual_single,3619,1
0.818855,0.794593,dino_vits14,6,16,mlp_residual_single,3619,1
0.803982,0.781408,dino_vits14,7,16,mlp_residual_single,3619,1
0.7917,0.772676,dino_vits14,8,16,mlp_residual_single,3619,1
0.780901,0.764018,dino_vits14,9,16,mlp_residual_single,3619,1
0.771051,0.756106,dino_vits14,10,16,mlp_residual_single,3619,1
0.762279,0.749859,dino_vits14,11,16,mlp_residual_single,3619,1
