encoder,variant,seed,t_start,n_ddim_steps,guidance_w,cossim_h1,cossim_h2,cossim_h3,cossim_h4,mse_h1,z_hat_norm_ratio
vjepa2_rep1,conditioned,2,noise,20,1.0,0.9045866145971495,0.9015998002633241,0.8987733221819622,0.89816683811287,0.5994972176911713,1.0324575448757587
vjepa2_rep1,conditioned,2,noise,50,1.0,0.7477888817231931,0.7447173172619361,0.7402761853209807,0.7431571828106889,2.4827342789251,1.2876590795588598
vjepa2_rep1,conditioned,2,noise,100,1.0,0.5453631683873347,0.5438160861983777,0.5387001815460819,0.5438566955831091,9.078365660303302,1.8863815871532803
vjepa2_rep1,conditioned,2,noise,200,1.0,0.3421878510239512,0.34255429637632284,0.33799070184753044,0.34248803141020745,35.204405420489536,3.284431167546391
vjepa2_rep64,conditioned,0,noise,5,1.0,0.9574824071146065,0.9557456055081711,0.9540423188928441,0.9523956874658049,0.2230429051876684,0.9612564751249831
vjepa2_rep64,conditioned,0,noise,10,1.0,0.9458635079946481,0.9432647051813858,0.9413657025627422,0.9390455648278284,0.2875520393271621,0.9861457933283475
vjepa2_rep64,conditioned,0,noise,20,1.0,0.8956912516403691,0.8917516971298812,0.8905988954754196,0.8871827492482505,0.6138442071695392,1.0499861811526734
vjepa2_rep64,conditioned,0,noise,50,1.0,0.7037459030475184,0.6974374271666658,0.6991259984412214,0.6936826915357315,2.888563206460252,1.3737094101942697
vjepa2_rep64,conditioned,0,noise,100,1.0,0.4797988394613877,0.47303477933341276,0.47603653462352424,0.4701225268794593,10.931416268145428,2.1265681540376176
vjepa2_rep64,conditioned,0,noise,200,1.0,0.27993294497129334,0.2740024533916782,0.2765227346143988,0.2716243205023859,43.01546609909866,3.8542624973742488
vjepa2_rep64,conditioned,1,noise,5,1.0,0.9605715812011538,0.959126759156197,0.9571167424411918,0.9557326634138311,0.21597528836013954,0.9620946371025576
vjepa2_rep64,conditioned,1,noise,10,1.0,0.9527774436994328,0.9508654349271299,0.9480989008817445,0.9464843547262813,0.26197071730111615,0.9845074312764174
vjepa2_rep64,conditioned,1,noise,20,1.0,0.9146221538909051,0.912468585169036,0.9087511813383213,0.9074750485994825,0.5207078268132453,1.0381584132092674
vjepa2_rep64,conditioned,1,noise,50,1.0,0.7582580867696235,0.7570737179497288,0.7502971623827773,0.7512440369080344,2.3540931810068235,1.2988811612179487
vjepa2_rep64,conditioned,1,noise,100,1.0,0.5577071640935413,0.558032650902694,0.5477257876581846,0.5504154695270466,8.826177365798795,1.9095690773368836
vjepa2_rep64,conditioned,1,noise,200,1.0,0.35532124180220925,0.3562991676745896,0.345373016944515,0.3480405084187968,34.57822857617584,3.3346261815730665
vjepa2_rep64,conditioned,2,noise,5,1.0,0.9587467430834181,0.9571921113980919,0.9549852720726282,0.9533427186196175,0.2146965488117765,0.9573837404164096
vjepa2_rep64,conditioned,2,noise,10,1.0,0.9508314905273978,0.9488224255508505,0.9457664440469694,0.9437931431771909,0.25864501596927025,0.9805151161011257
vjepa2_rep64,conditioned,2,noise,20,1.0,0.9118484325306863,0.9096531288103328,0.905681766384003,0.9038735217418061,0.5076622699850885,1.0345566131712751
vjepa2_rep64,conditioned,2,noise,50,1.0,0.7532829802774111,0.7517359945294073,0.7464498691308936,0.7456393966069409,2.2599332069950275,1.2953771296986427
vjepa2_rep64,conditioned,2,noise,100,1.0,0.5500334394574276,0.5496456905096786,0.5442465736232883,0.5437531282066265,8.452153477771715,1.9079179491023197
vjepa2_rep64,conditioned,2,noise,200,1.0,0.3469971276491105,0.34735790040797027,0.3432995741119638,0.3413924517986145,33.119306464018386,3.338127737574747
vq_track,conditioned,0,noise,5,1.0,0.9046235965349332,0.9042275135401409,0.9045830251634241,0.9043051333725728,0.03323688229790339,0.8681522994139643
vq_track,conditioned,0,noise,10,1.0,0.8755295519944069,0.8754861028811702,0.87584776384713,0.8753270421835039,0.03838564842955876,0.8964726503006347
vq_track,conditioned,0,noise,20,1.0,0.7818429168684277,0.7829169533661446,0.7821850495972874,0.7811195854332025,0.0592258495694048,1.0016059756990838
vq_track,conditioned,0,noise,50,1.0,0.5026282685162463,0.500541346300614,0.49698067520966627,0.495837924004833,0.20539985817942502,1.5514406533297633
vq_track,conditioned,0,noise,100,1.0,0.2892753578547865,0.2825903632936057,0.27686360921118836,0.2744896911259264,0.7273107318557878,2.725066592042637
vq_track,conditioned,0,noise,200,1.0,0.1536732250461941,0.1441621306770115,0.13705300226667355,0.1335008662220824,2.8146015258045693,5.243140886244511
vq_track,conditioned,1,noise,5,1.0,0.9047690259726159,0.9041593920856764,0.9047880216726277,0.904216096902338,0.033353008265248035,0.8694867132585663
vq_track,conditioned,1,noise,10,1.0,0.8765916695870207,0.8753569642211441,0.8767114481949723,0.8757062557549203,0.03848398785504012,0.8995068111371721
vq_track,conditioned,1,noise,20,1.0,0.7853789402563472,0.7828601436611471,0.7851026154549982,0.7836729617417134,0.059142870092594356,1.007068059332077
vq_track,conditioned,1,noise,50,1.0,0.5086701398935017,0.5039083291120823,0.5036375334747253,0.5037440127344408,0.20387394319581115,1.5612039226676278
vq_track,conditioned,1,noise,100,1.0,0.2938003547078548,0.29004983124114375,0.2845241674573511,0.28766672979489666,0.7208348696776082,2.7390750668384083
vq_track,conditioned,1,noise,200,1.0,0.1582773678151856,0.15532829343975635,0.1465139644439424,0.15050295251039236,2.788413529819306,5.264095227087189
vq_track,conditioned,2,noise,5,1.0,0.903638487747398,0.9041363958459782,0.9032418035805324,0.9032152534565113,0.03349100533425313,0.8665674374549265
vq_track,conditioned,2,noise,10,1.0,0.8733973519831572,0.8742592197917313,0.8727532450311143,0.8721715557903001,0.03887572626628478,0.8955652115801956
vq_track,conditioned,2,noise,20,1.0,0.7765719833838629,0.7786587938476608,0.7757909123275878,0.7734980497837155,0.06015220823972554,1.0038905189432936
vq_track,conditioned,2,noise,50,1.0,0.4878369364973407,0.4953504867891606,0.48940742304017565,0.4821573814621577,0.20744944085140338,1.5692401399438984
vq_track,conditioned,2,noise,100,1.0,0.270287105200761,0.28044974942514433,0.2752179503330865,0.26541307998068725,0.7308129977423187,2.769592517524759
vq_track,conditioned,2,noise,200,1.0,0.1342059918315808,0.1460873949547539,0.14212350654830835,0.13110434243458624,2.818907179324736,5.33766309219404
