encoder,scene_name,scenario,fold_id,steer_rmse,accel_rmse,n
dino_vits14,scene-0003,,0,0.06472889539536912,0.07282376751648337,40
dino_vits14,scene-0012,,0,0.055784832486612555,0.05328722048689469,40
dino_vits14,scene-0013,,0,0.07088367934541663,0.05523188698773598,40
dino_vits14,scene-0014,,0,0.09911822964526691,0.07067809941974042,40
dino_vits14,scene-0015,,0,0.05306353046755572,0.06476671771199129,40
dino_vits14,scene-0016,,0,0.07012979959641653,0.05377680030914628,40
dino_vits14,scene-0017,,0,0.09209119134732413,0.05838880577224478,40
dino_vits14,scene-0018,,0,0.5109049877121822,0.11089207791766903,40
dino_vits14,scene-0035,,0,0.05511034605379215,0.05826312800933972,40
dino_vits14,scene-0036,,0,0.06744285190047229,0.05257207162613453,40
dino_vits14,scene-0038,,0,0.11203914760750715,0.05626921400457365,40
dino_vits14,scene-0039,,0,0.05967309701461549,0.062455532426140936,40
dino_vits14,scene-0092,,0,0.024220352885516775,0.03535903569353776,40
dino_vits14,scene-0093,,0,0.08054056430066565,0.04725211035685675,39
dino_vits14,scene-0094,,0,0.023959827341641194,0.031412079000493594,40
dino_vits14,scene-0095,,0,0.016630924311721893,0.05657919724888085,39
dino_vits14,scene-0096,,0,0.033779816290159845,0.0836157405614212,39
dino_vits14,scene-0097,,0,0.03002914029060219,0.07409537755944663,39
dino_vits14,scene-0098,,0,0.028998301725591594,0.05662568913272054,39
dino_vits14,scene-0099,,0,0.1174620352902701,0.06544087126122879,39
dino_vits14,scene-0100,,0,0.10902907983323691,0.030359819648906303,40
dino_vits14,scene-0101,,0,0.06747157041152041,0.06479677664826998,40
dino_vits14,scene-0102,,0,0.09973834331273639,0.056746231890410316,40
dino_vits14,scene-0103,,0,0.02696177101229473,0.11640334679525195,40
dino_vits14,scene-0104,,0,0.03670571272662591,0.0731369815947751,39
dino_vits14,scene-0105,,0,0.03702108214309371,0.04148246035824952,39
dino_vits14,scene-0106,,0,0.06240153681522791,0.06198306809376337,40
dino_vits14,scene-0107,,0,0.05618873740033261,0.057095558913926564,40
dino_vits14,scene-0108,,0,0.22302247441934944,0.08295991879396046,39
dino_vits14,scene-0109,,0,0.1450365607263097,0.0593299465973103,40
